Code,Description1,Description2,OnHand,Value
1200722144,AIR UNIT TYPE:AL3000-F03 SMC,F/CALCINER&MAIN BURNER AIR PANEL COAL SYSTEM,2,"1,620"
1300401046,AIR UNIT TYPE:AM 450-06B-R,"SMC,PMAX 1MPA",0, -   
1300401048,AIR UNIT TYPE:AM550-100,"SMC,PMAX 1MPA",0, -   
1321611062,AIR UNIT TYPE:C4010-15-W,CKD,3,"14,850"
1300401052,AIR UNIT TYPE:EFL-10,F/GATE 2709A ,5,"3,208"
1300401036,AIR UNIT TYPE:EFRL-10,TAIYO RC 3/8 9.9KG/CM2,4,"2,567"
1300401051,AIR UNIT TYPE:ERV-10,"TAIYO,P0.1MPA",2,"1,283"
1300401125,AIR UNIT TYPE:F8000-25-W,F/LINE 1 BAG FILTER ABOVE CLINKER WEIGH FEEDER,0, -   
1420401535,AIR UNIT TYPE:FR-4-1/2,F/L2 KILN INLET GAS ANALYZER,1,279
1420401526,AIR UNIT TYPE:FRM-D-MIDI S/N:164953,"W643,F/L2 KILN INLET GAS ANALYZER",1,404
1420401527,AIR UNIT TYPE:FRM-D-MIDI S/N:170685,"W743,F/L2 KILN INLET GAS ANALYZER",1,358
1420401532,AIR UNIT TYPE:LFR-D-MIDI-A,"S/N:159585 W743,F/L2 KILN INLET GAS ANALYZER",1,"1,249"
1420401525,AIR UNIT TYPE:LOE-D-MIDI,"S.N:159587 W643, F/L2 KILN INLET GAS ANALYZER",2,"3,526"
1300401072,AIR UNIT TYPE:M3000-10-W-F1,"PMAX:1MPA,TMAX:60C",0, -   
1300401107,AIR UNIT TYPE:SKILLAIR 400,"METAL WORK,W/REG G2'' 14000N/MIN",0, -   
1300401049,AIR UNIT TYPE:W4000-15-W-F,"CKD,PMAX:1,TMAX:60C,F/GREASE PUMP",2,"5,787"
1300101002,AIR UNIT TYPE:W8000-25-W,CKD MIST SEPARATOR W/MENOMETER 0-10BAR,2,"6,336"
1300401109,AIT UNIT TYPE:C4010-15,COMPLETE WITH PRESSURE GUAGE,0, -   
1310202010,ALIMAK CABIN GATE P/N 9062 691-000,F/L2 PREHEATER ELEVATOR ,0, -   
1321308080,ALIMAK CABLE GUIDE P/N 9039643,F/L2 PREHEATER ELEVATOR ,0, -   
1310202012,ALIMAK CABLE SUPPORT ARM PN 9032 761-102,F/L2 PREHEATER ELEVATOR ,0, -   
1310202009,ALIMAK CAGE GATE P/N 9062 755-000,F/L2 PREHEATER ELEVATOR ,0, -   
1310202014,ALIMAK GATE HALF LOWER P/N 0279 394-100,F/L2 PREHEATER ELEVATOR ,0, -   
1310202013,ALIMAK GATE HALF UPPER P/N 9062 725-000,F/L2 PREHEATER ELEVATOR ,0, -   
1310202022,ALIMAK GATE ROLLER LOWER P/N 049100-001,F/L2 PREHEATER ELEVATOR ,0, -   
1310202005,ALIMAK GATE ROLLER P/N 491099,F/L2 PREHEATER ELEVATOR ,0, -   
1310202021,ALIMAK GATE ROLLER UPPER P/N 049100-000,F/L2 PREHEATER ELEVATOR ,0, -   
1310202028,ALIMAK GREASING POST P/N 3001 974-213,F/L2 PREHEATER ELEVATOR ,0, -   
1310202011,ALIMAK GUIDE RAIL P/N 0419 510-000,F/L2 PREHEATER ELEVATOR ,0, -   
1310202023,ALIMAK GUIDE ROLLER UPPER,P/N900515 10 00 F/L2 PREHEATER ELEVATOR ,0, -   
1310202016,ALIMAK OIL PLUG P/N 3001 221-204,F/L2 PREHEATER ELEVATOR ,0, -   
1310202008,ALIMAK PENDANT CONTROL P/N 300-292-200,F/L2 PREHEATER ELEVATOR ,0, -   
1310202004,ALIMAK ROLLER P/N 484212,F/L2 PREHEATER ELEVATOR ,0, -   
1310202018,ALIMAK RUBBER CLAMP P/N 9050 711-002,F/L2 PREHEATER ELEVATOR ,0, -   
1310202024,ALIMAK RUBBER DAMPER P/N 0478 822-000,F/L2 PREHEATER ELEVATOR ,0, -   
1310202026,ALIMAK RUBBER DAMPERELECTRICAL PANEL,P/N 0478 822-000 F/L2 PREHEATER ELEVATOR ,0, -   
1310202017,ALIMAK RUBBER WASHER P/N 9028 659-000,F/L2 PREHEATER ELEVATOR ,0, -   
1310202006,ALIMAK SCREW P/N 300070,F/L2 PREHEATER ELEVATOR ,0, -   
1310202015,ALIMAK SEALING RINGP/N 3000 916-192,F/L2 PREHEATER ELEVATOR ,0, -   
1310202027,ALIMAK SWITCH EXCL. WHEEL,P/N 3000 263-641 F/L2 PREHEATER ELEVATOR ,0, -   
1310202025,ALIMAK THIMBLE UPPER P/N 3000 305-606,F/L2 PREHEATER ELEVATOR ,0, -   
1310202020,"ALIMAKE WIRE CLIP,P/N 3000 210-001",M12XW17MM F/L2 PREHEATER ELEVATOR ,4,784
1310202019,ALIMAKE WIRE ROPE D14 MMXL115M,"P/N 0492 213 - 107,STEEL CORE,RIGHT LAY",2,"15,450"
1200113021,ANGLE BEAM 100/6M,STEEL ,10,"9,793"
1200113002,ANGLE BEAM 150/6M,STEEL,13,"16,410"
1200113018,ANGLE BEAM 30/6M,STEEL,5,560
1200113001,ANGLE BEAM 50/6M,STEEL,25,"6,475"
1200104001,ANGLE BEAM 70/6M,STEEL,8,"4,032"
1200103036,ANGLE BEAM H60XW115XT4MM,F/L2 UPSTREAM BAG HOUSE,0, -   
1200113020,ANGLE BEAM ROLLED 70X7MMX6M D4600MM,"STEEL , F/L2 KILN 326 KI 02",3,"4,440"
1320101119,BLADE APRON FEEDER  P/N:ATAP010.0095, F/CLAY CRUSHER APRON FEEDER  BEDESCHI,2,"36,806"
1310108501,AXLE FOR APRON  P/N 15 DWG :BCC1 M10 AF 030,F/RMC CLAY APRON FEEDER 236AF06,3,"31,009"
1320101205,APRON DWG:1HCM7603 MAT:ST-52,F/GYPSUM APRON FEEDER 3102A,0, -   
1310104019,LINK FOR APRON P/N 1013244-0,THYSSENKRUPP F/ LS CRUSHER APRON FEEDER 2102A,26,"691,577"
1310108001,APRON W1200XT9MM,F/2506A-B,4,"25,292"
1320101012,APRON W1250XT10MM,"W/ONE ROLLER,F/CLAY CRUSHER APRON FEEDER",5,431
1320101018,APRON W1260XT6,"TYPE: T-14470, PART NO. 27,F/3102",10,"28,950"
1310108002,APRON W1500X12MM,"F/2505A-B, 2112A-C,2404A",24,"123,149"
1320601439,ARM F/SHUT OFF GATE 2542A-B,DWG:1CMM7666,2,660
1320504013,ACTUATOR AUMA NORM MODULATING ,F/L1 COAL MILL BOOSTER FAN SAR 07.6 ORDER :F10,2,"87,950"
1300407514,BEARING AXIAL FOR PIN WHEEL,ELEXM 2228.BCC1 M17 EPH 75,3,"2,013"
1310600881,AXLE D30/20XL475MM P/N:FZ3154990262001,"ART.NO.204315610,POS:51,F/L2 DEFLECTION STATION",2,"5,636"
1310600884,AXLE D30XL328 MM,"ART.NO.22102204,POS:52,,F/L2 DEFLECTION STATION",2,"3,584"
1310108504,AXLE D40/35XL1728MM DWG 2BKG1151,F/ LINE 2 CLAY APRON FEEDER 236AF06,62,"46,188"
1320501610,AXLE F/GRINDING ROLLER DWG 159486-1,P/N 350 ID.N 145966.06 F/L2 COAL MILL,1,"179,498"
1320504010,AXLE F/GRINDING ROLLER DWG 188660,F/L1 COAL MILL,3,"553,737"
1310108012,AXLE F/ROLLER DWG ACM6003,D50/40/35XL203MM F/PAN CONVEYOR 3002A-B,32,"5,547"
1310107170,AXLE TAIL 1000/120/80 P/N 06678990,"ART/N:30024986 AUMUND
COMM. No:46104 F/322BE09",1,"13,666"
1310108524,AXLE TENSION COMPLETE AU02-730/700,"P/N:30001404,DWG:30001402,F/236BE18",1,"180,687"
1310112055,BACK STOP BRACKET T/(12TX666),"DI = 135 MM , 6 HOLES 20MM , 1 HOLE 28MM",1,"27,600"
1310112046,BACK STOP MZ30K,TSUBAKI W/2 BRG. 6009Z F/ 2805 A/B,1,"8,468"
1310113021,BACK STOP MZ60C,TSUBAKI F/2613A-B,1,"52,000"
1310112044,BACK STOP RS/BI 25,RINGSPANN DI= 25 MM,1,"12,500"
1310112045,BACK STOP RS/BI 45,RINGSPANN DI = 45 MM ; W 8HOLES ϕ10,1,"17,750"
1321300122,BACK STOP RSBI 070/055 FXM 100-40SK/F,RINGSPANN F/ L1 ID FAN A/B TYPE F18 288 3TD8A ,1,"148,096"
1310112295,BACK STOP SIZE 450,RINGSPANN DI = 82 MM F/PAN CONV 3016A-B,1,"59,496"
1310112297,BACK STOP SIZE 500,RINGSPANN DI = 126 MM F/PAN CONV 3002A-B,1,"80,764"
1220706215,BACK STOP TYPE BNA 25.2VN DI 14MM,CONDUCTIX-WAMPLFER F/CABLE REEL MAGNETIC,2,"20,060"
1310112057,BACK STOP TYPE BNA 59.2C55 PM 3140922,CONDUCTIX-WAMPLFER F/CABLE REEL DI 24MM,3,"50,788"
1310112049,BACK STOP TYPE BS110-100J,TSUBAKI DI = 98 MM W/ 6 HOLES M14,1,"23,501"
1310112050,BACK STOP TYPE BS135,"TSUBAKI DI= 130 MM , W/ BRACKET",1,"37,192"
1310112051,BACK STOP TYPE BS160,TSUBAKI ,0, -   
1310112047,BACK STOP TYPE BS65,TSUBAKI DI = 30 MM,1,"3,300"
1310112048,BACK STOP TYPE BS85,TSUBAKI ,0, -   
1310112219,BACK STOP TYPE MZ60,"TSUBAKI DWG E-4317B1 , DI= 58 MM",1,"4,938"
1310112517,BACKSTOP F/R4HC42 AUX. REDUCER,F/CMC AUX. REDUCER ,0, -   
1300114111,BACKTOP TYPE:MG 600,F/3228B ,0, -   
1300401523,FILTERBAG D116XL1830 W/NECK,MAT POLYESTER NEEDLE FELT,0, -   
1300401040,FILTERBAG D116XL1830 W/O NECK,MAT POLYESTER NEEDLE FELT,73,"2,484"
1300401044,FILTERBAG D116XL2400,MAT POLYESTER NEEDLE FELT,75,"3,218"
1300401041,FILTERBAG D116XL3100,"WEIGHT=500G/M,T=2MM",502,"27,610"
1300401130,FILTERBAG D127XL10000 WOVEN GLASS/EPTFE,"MIN 750G/M2 SNAPBAND,F/L1 INTEGRATED FILTER",100,"68,662"
1300401043,FILTERBAG D140XL3220,MAT POLYESTER NEEDLE FELT,0, -   
1300406509,FILTERBAG D150XL2000,PE 550 TEMP 140,337,"7,548"
1300406147,FILTERBAG D150XL2000 T=200,MAT NOMEX550 F/LINE2 334DC33,422,"40,176"
1300406508,FILTERBAG D150XL2500,NXV550 TEMP 140,342,"18,102"
1300406146,FILTERBAG D150XL2500 T=200,MAT NOMEX550 F/LINE2 334DC03,100,"34,163"
1300406186,FILTERBAG D152XL3100,"MAT. POLYESTER,AREA WEIGHT 500G/M2",99,"6,889"
1320501094,FILTERBAG D152XL3600 DT-PE550 GLAZE,EXCHARGE CS17 F/L2 COAL MILL FILTER 622-080,702,"216,390"
1320504037,FILTERBAG D160XL3375 PES/PAN-550CS17AS,"SFDT 05/07-C-02,F/L1 COAL&ADDITIVES BAG FILTER ",60,"53,822"
1300401502,FILTERBAG D160XL4500,TTL-T552KL MAX TEMP 130,100,"8,501"
1310600840,FILTERBAG D160XL5000 MEMBRANE FIBERGLASS,"MAX. TEMP. 288 ,F/LINE 2 BAG HOUSE",431,"510,692"
1300401519,FILTERBAG D160XL5000 PES/PAN-600CS17,BAG HOUSE MODEL SFW 05/12-5-2X07,770,"891,588"
1320501153,FILTERBAG D165XL1620 PEV560,"ART. N 00600834,F/L2 COAL MILL",20,"53,117"
1300406515,FILTERBAG D165XL1820,"F/ABOVE PF SILO FILTER,ATEX",44,"1,742"
1300406516,FILTERBAG D165XL800,"F/ROTARY VALVE FILTER,ATEX",10,700
1320501106,FILTERBAG F/SILO-TOP FILTER 800-8,"F/COAL MILL,EXPLOSION VENTS,DIVERTER&SILO-TOP",0, -   
1320504029,FILTERBAG L=1000 P/N 6011302,F/COAL MILL VACCUM CLEANER HAUGEN AB,30,"42,329"
1300406052,FILTERRETAINER D114XL1770,MAT GALVANIZED STEEL,27,"4,448"
1300406170,FILTERRETAINER D114XL2385 DWG 1BAG7457,MAT GALVANIZED STEEL,109,"9,051"
1300406053,FILTERRETAINER D114XL3085 DWG 1BAG6795,MAT GALVANIZED STEEL,145,"15,083"
1300401131,FILTERRETAINER D126XL10050,MAT GALVANIZED STEEL F/L1 INTEGRATED FILTER,50,"59,336"
1300406173,FILTERRETAINER D140XL2010 DWG 2BKG1191,F/LINE 2 BAG FILTERS,90,"20,340"
1300406174,FILTERRETAINER D140XL2510 DWG 2BKG1192,F/LINE 2 BAG FILTERS,125,"28,250"
1300406185,FILTERRETAINER D146XL3065 DWG 2BKG1333,F/CLAY CRUSHING BAG FILTER,99,"25,443"
1300406504,FILTERRETAINER D146XL4510 DWG 2BKG1153,FILSYSTEM-GTTZ15504515,0, -   
1300406179,FILTERRETAINER D150XL5010 DWG 2BKG1303,F/BYPASS&UPSTREAM BAG HOUSE CATAPHORESIS COAT,214,"199,824"
1320501261,FILTERRETAINER D152XL3600 P/N FJ398-22-1.0,MAT. SUS304 DWG BF A8 01 F/COAL FILTER REDECAM,30,"34,013"
1300406520,FILTERRETAINER D153XL1800 DWG 2SHG1501,F/ COAL CALCINER BAG FILTER,22,"5,412"
1320501127,FILTERRETAINER D154XL835,"F/COAL MILL,EXPLOSION VENTS,DIVERTER&SILO-TOP",0, -   
1300406505,FILTERRETAINER D155XL5000,WORMEC-NA4995DKQWCMCPH1,486,"36,467"
1320504036,FILTERRETAINER D160XL3340,F/ L1 COAL & ADDITIVES BAG FILTER,59,"53,024"
1300406180,FILTERRETAINER D160XL5000,DIVIDED-GALVANIZED BAG HOUSE SFW 05/12-5-2X07,80,"127,215"
1300406521,FILTERRETAINER D163XL1600 DWG 2SHG1500,F/BF SILO BAG FILTER,10,"1,900"
1320501154,FILTERRETAINER D165XL1600,"ARTI.NO 00600835,F/L2 COAL MILL",8,"22,138"
1300406024,FILTERRETAINER D470XL1250,STEEL ,0, -   
1300406025,FILTERRETAINER D470XL1520,STEEL ,0, -   
1320504083,BALL SOCKET P/N:514 DWG:144599 ,F/L1 COAL MILL MPS 2800 BK TENSION DEVICE,3,"28,594"
1300510001,BAR GATE DWG:2BKG1507,F/432VN40,0, -   
1300510002,BAR L1050MM DWG 1LSC1106,F/BUFFER SILO BAR GATE,0, -   
1300510003,BAR L1550MM DWG 1LSC1106,F/BUFFER SILO BAR GATE,0, -   
1400202018,BATTERY DRY 12V 200A,FOR MOBILE EQUIPMENT ,0, -   
1310600716,BEAERING ROD END KI12,"ASKUBAL,M10,D12",1,"3,596"
1321401261,BEAM H-SECTION 100/6M,F/CLINKER COOLER 2731A,0, -   
1200102001,BEAM H-SECTION 140/6M,,0, -   
1200102019,BEAM H-SECTION 160/6M,MAT ST37,0, -   
1200102008,BEAM H-SECTION 300/6M,STEEL,0, -   
1200102006,BEAM H-SECTION HEB 100/6M,,0, -   
1200102016,BEAM I-SECTION 100X1230MM,"DWG CE02255 , P/N 1 ,MAT ST37 2731A",0, -   
1200102004,BEAM I-SECTION 120/6M,MAT STEEL,1,"2,017"
1200102011,BEAM I-SECTION 120X80X12MMX6M,MAT STEEL,0, -   
1200102005,BEAM I-SECTION 140/6M,STEEL,0, -   
1200102002,BEAM I-SECTION 200X90X10MMX6M,,0, -   
1200102033,BEAM I-SECTION 240X120XL3180MM,,0, -   
1321401260,BEAM I-SECTION 260X114X11MM F/ROOF,"DWG 1CCM7441,F/CLINKER COOLER 2731A",5,"12,533"
1200102007,BEAM I-SECTION 270X135MMX6M,STEEL,0, -   
1200102003,BEAM I-SECTION 300X150X10MMX6M,,1,"2,119"
1200102015,BEAM I-SECTION 500X200X20MMX6M,"DWG 1CCM6616, MAT SS41,F/CLINKER COOLER 2731A",1,"10,575"
1200102034,BEAM I-SECTION IPE120 120X64X6.3MM,DWG 1PHM 7665,5,"2,347"
1200103001,BEAM U-SECTION 100/6M,MAT STEEL,1,727
1200103002,BEAM U-SECTION 120/6M,,4,"3,624"
1200103003,BEAM U-SECTION 160/6M,MAT STEEL,3,"4,479"
1200103038,BEAM U-SECTION 180/6M,MAT STEEL,0, -   
1200103035,BEAM U-SECTION W50XH25XT5MMX5M,F/UPSTREAM BAG HOUSE ROOF,0, -   
1200103037,BEAM U-SECTION W83XH60XT4MM,F.UPSTREAM BAG HOUSE DOORS,0, -   
1220104578,BEARING 1205 ENT9,,10,"1,012"
1220104534,BEARING 1205 ENT9/C3,,5,543
1220104503,BEARING 1206 ENT9,,6,680
1220104722,BEARING 1206 K + H 206,F/L2 436 VV48,5,"1,397"
1220104238,BEARING 1208 ETN9,,2,958
1220104309,BEARING 1209 EK,,0, -   
1220104116,BEARING 1209 EKTN9/C3,,1,368
1220104250,BEARING 1209 ENT9,,2,664
1220104514,BEARING 1211 EKTN9,,4,"1,478"
1220104372,BEARING 1211 EKTN9/C3,,4,917
1220104517,BEARING 1213 EKTN9,,5,"1,660"
1220104119,BEARING 1213 EKTN9/C3,,7,"2,469"
1220104242,BEARING 1216,,0, -   
1220104651,BEARING 1216 K/C3,,7,"6,108"
1220104500,BEARING 1222 K,,1, -   
1220104128,BEARING 140UZS425XX1 NTN (SET OF TWO),ECCENTRING BRG F/CYCLO,2,583
1220104067,BEARING 16024,,1,533
1220104536,BEARING 16024/C3,,1,0
1220110367,BEARING 20217 MB,,0, -   
1220100016,BEARING 20222 MB,F/LIMESTNE RECLAIMER 202-QR01,2,"12,190"
1220110193,BEARING 21305,,2,"1,608"
1220110246,BEARING 21314 E,,2,"1,265"
1220110142,BEARING 21316 E,,2,"2,779"
1220104293,BEARING 217-2Z,,2,"3,340"
1220104701,BEARING 2208 E-2RS1TN9,,2,"4,488"
1220104240,BEARING 2208 EKTN9/C3,F/L#2 CONDITIONING TOWER WATER PUMP 325 BU 44,2,365
1220104716,BEARING 2209 EK + H 309,F/EP FILTER RAPPING SHAFT,0, -   
1220104118,BEARING 2211 EKTN9,,2,290
1320401025,BEARING 2216 EKTN9/C3,"F/DSS REVERSABLE SCREW CONV.,TYPE 450-3520",1,758
1220105129,BEARING 2218,F/L2 COAL MILL FAN BSF623 FA55,3,"8,866"
1220110377,BEARING 22205 E/C3,,1,564
1320401093,BEARING 22207 E1/C3,F/DSS CRUSHER,0, -   
1220105285,BEARING 22207 EK,,2,628
1220110085,BEARING 22207 EK/C3,,1,493
1220110076,BEARING 22208 E,,2,"1,384"
1220110383,BEARING 22208 EK,,2,"1,056"
1220110374,BEARING 22209 EK,F/BELT CONV 202BC03,5,"2,361"
1220110091,BEARING 2221 CDE4C3 S11,,0, -   
1220110380,BEARING 22210 E,F/ROOTS BLOWER TYPE 1RS100A,2,"1,001"
1220105526,BEARING 22210 EK,F/DRAG CHAIN 328 DG02/DG03,0, -   
1220110060,BEARING 22211 EK,,4,"3,400"
1220110087,BEARING 22211 EK/C3,,4,"2,020"
1220105502,BEARING 22212 E,F/CONNECTING ROD/CRANK SCRAPER,2,"1,886"
1220110384,BEARING 22213 E,,2,239
1220110061,BEARING 22213 EK,,0, -   
1220110063,BEARING 22213 EK/C3,,0, -   
1220110368,BEARING 22215 E,,4,"3,028"
1220110342,BEARING 22215 EK,,0, -   
1220110352,BEARING 22216 E,,4,"5,092"
1220111155,BEARING 22216 EK,,3,"4,680"
1220110064,BEARING 22216 EK/C3,,0, -   
1220110375,BEARING 22217 E,F/SCREW CONV 334SC46,0, -   
1220110200,BEARING 22217 EK,,2,"1,734"
1220110079,BEARING 22218 E,,0, -   
1220110234,BEARING 22218 E/C3,,21,"25,746"
1220110066,BEARING 22218 EK,,1,"1,375"
1220110335,BEARING 22219 EK,,12,"22,554"
1320501238,BEARING 2222 K/C3,"F/CLEARING ROTARY VALVE,DESIGN RDG SERIES 21",4,"8,992"
1220110270,BEARING 22220 E,,2,"2,934"
1220110385,BEARING 22220 E/C3,,2,"3,980"
1220110129,BEARING 22220 EK,,0, -   
1220110067,BEARING 22220 EK/C3,,1,"2,812"
1220105518,BEARING 22222 E,,5,"10,143"
1220110243,BEARING 22222 EK,F/DRAG CHAIN 328DG02/DG03 &BUCKET 552-BE05,8,"26,160"
1220110153,BEARING 22224 CCN1/C3W33,,1,"3,276"
1220110080,BEARING 22224 E,,14,"54,546"
1220110507,BEARING 22224 E/C3,F/328 - FA 07,2,"5,116"
1220110070,BEARING 22224 EK,F/CHAIN BUCKET(BW-ZL400/210/4),2,"9,130"
1220110363,BEARING 22226 CC/C3W33,,3,"12,556"
1220105520,BEARING 22226 E,,5,"15,750"
1220110097,BEARING 22226 EK,,0, -   
1220110160,BEARING 22228 CC/W33,,3,"14,304"
1220110102,BEARING 22228 CCK/C3W33,,3,"13,799"
1220110105,BEARING 22228 CCK/W33,F/CHAIN BUCKET(BW-ZL400/210/4),8,"27,934"
1220110161,BEARING 22230 CC/W33,,3,"28,969"
1220110107,BEARING 22230 CCK/W33,,3,"22,018"
1220110347,BEARING 22232 CC/C3W33,,2,"20,319"
1220105521,BEARING 22232 CC/W33,,1,"9,223"
1220105338,BEARING 22232 CCK/C3W33,F/L1 SCHEUCH FILTER FAN,2,"27,037"
1220110110,BEARING 22232 CCK/W33,,3,"10,552"
1220110081,BEARING 22234 CC/W33,,2,"22,748"
1220110118,BEARING 22238 CCK/W33,,2,"42,762"
1220105524,BEARING 22240 CC/C3W33,,1,"14,319"
1220110373,BEARING 22244 CC/W33,F/VERTICAL RM GEARBOX,8,"116,933"
1220110189,BEARING 22248 CC,,2,"43,489"
1220112011,BEARING 2225 Z,,3,770
1220110303,BEARING 22310 E/C3,,2,"2,053"
1220110077,BEARING 22311 E,,2,"9,194"
1220110133,BEARING 22311 E/C3,,1,445
1220104650,BEARING 22311 E/VA405,F/VIBRATING SCREEN,2,"3,726"
1220110059,BEARING 22311 EK,,3,"1,347"
1220110378,BEARING 22312 EK,F/PUMP 4101,6,"9,835"
1220110139,BEARING 22313 E/C3,,1,"1,654"
1220110062,BEARING 22313 EK,,2,"2,420"
1220110140,BEARING 22315 E/C3,,2,"2,990"
1220110078,BEARING 22315 EJA/VA405,,3,"4,650"
1220110058,BEARING 22316 EC3,,1, -   
1220110255,BEARING 22317 EK,,2, -   
1220110143,BEARING 22318 E,,2,"2,500"
1220110227,BEARING 22320 E/C3,,1,"2,717"
1220110247,BEARING 22322 E,F/L2 COAL MILL SEPARATOR,1,"8,495"
1220110150,BEARING 22324 CC/C3 W33,,2,"10,322"
1220110144,BEARING 22324 CC/W33,,4,"14,958"
1220110158,BEARING 22326 CC/W33,,2,"10,164"
1220110283,BEARING 22332 CC/C3W33,,0, -   
1220110364,BEARING 22334 CC/C3W33,,2,"25,070"
1220105522,BEARING 22334 CC/W33,,4,"91,774"
1220110082,BEARING 22336 CC/C3W33,,4,"97,888"
1220110379,BEARING 22336 CCK/C3W33,F/LIMESTONE CRUSHER DRIVE PULLEY,1,"14,246"
1220110116,BEARING 22336 CCK/W33,,2,"31,034"
1220110164,BEARING 22340 CC/C3W33,,2,"46,561"
1220105333,BEARING 22UZ21111-T2-RCPXI,NTN F/BAG FILTER 2107A ROTARY FEERDER CYCLO,0, -   
1220110351,BEARING 23022 CC/W33,,9,"25,510"
1220110151,BEARING 23024 CC/W33,F/VERTICAL RM GEARBOX & LOWER BEARING,2,"7,687"
1220110071,BEARING 23026 CCK/W33,,2,"5,206"
1320502012,BEARING 23028 CC/W33,CP PART NO. 013080-01,2,"5,660"
1220110317,BEARING 23028 CCK/W33,,1,"2,461"
1220110318,BEARING 23030 CCK/W33,,2,"2,717"
1220110101,BEARING 23032 CCK/W33,,2,"8,258"
1220110146,BEARING 23033 ES.TVPB,,1,"2,531"
1220110387,BEARING 23034 C,F/PAN CONVEYOR 3002 DRIVE SHAFT,2,"22,057"
1220105506,BEARING 23034 CCK/W33,"F/BUCKET BWG1000/320/5,630/320/4,BWGL250/220/3",6,"71,214"
1220105505,BEARING 23036 CCK/W33,F/BELT BUCKET TYPE BW-G1000/320/5,2,"23,361"
1220110119,BEARING 23038 CCK/W33,,1,"5,744"
1220110371,BEARING 23044 CC/W33,F/ L2 THRUST LOWER BEARING-REF.NO.506023,3,"32,900"
1220110123,BEARING 23044 CCK/W33,,4,"53,923"
1220110100,BEARING 23052 CCK/C3W33,,3,"21,799"
1220110030,BEARING 23052 CCK/W33,,4,"79,166"
